Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
Ctsh,Serpina1d,0.7726549295169018,0.041698039879353936,7,Synergistic (both change together),-0.0020335884664551946,-0.03986421616656486
ANXA11,COL7A1,0.7725923279791062,0.04172523410238908,7,Synergistic (both change together),-0.18683494870515127,-0.0002687307775186078
F13a1,Fgg,0.7725814352926074,0.04172996690537345,7,Synergistic (both change together),-0.18449893043111829,-0.03872113742714149
SERPINA3,SERPINA4,0.7722678243352498,0.04186635599834643,7,Synergistic (both change together),0.3665369213121429,0.73109649474363
ANXA11,LGALS3,0.7715864472970432,0.008945112083287046,10,Synergistic (both change together),-0.171797866026779,-0.1779895227943937
COL8A1,TIMP3,0.7713163265823282,0.04228166552562035,7,Synergistic (both change together),-0.04476046992011963,0.8027332269744047
FBLN5,TIMP3,-0.7711218392181792,0.042366833901756384,7,Antagonistic (opposite changes),-0.09898345073309198,0.8870364059968951
AMBP,HRG,0.7706536139541712,0.009081043737312198,10,Synergistic (both change together),0.5802685454104057,0.5635942842590465
F13a1,Serpina1e,0.7704087308489225,0.04267992195769213,7,Synergistic (both change together),-0.18449893043111829,-0.31863969619466015
COL4A1,COL6A6,-0.7702101643271967,0.04276732838418448,7,Antagonistic (opposite changes),0.011295858586695458,-0.11031711201275653
Bgn,Ctsz,-0.769934209271392,0.04288896405244251,7,Antagonistic (opposite changes),0.1870135072488822,-0.009726607805714086
ANXA6,MATN2,0.7694500255071136,0.02558310138955427,8,Synergistic (both change together),-0.21683048844944786,-0.19764837830567417
SERPINA1,SERPING1,0.7693470786107154,0.025615237249702303,8,Synergistic (both change together),0.4863513221770668,0.14517978526013525
ANXA11,ANXA2,0.7691894130910746,0.04321820710146424,7,Synergistic (both change together),-0.23535651137613178,-0.14280606754515862
KNG1,PLG,0.7687955562598197,0.015475521902359405,9,Synergistic (both change together),0.5416936092644091,0.45280032931616176
Ctsh,Serpinc1,-0.768720373359587,0.04342626241033873,7,Antagonistic (opposite changes),-0.0020335884664551946,0.15387312890457183
KNG1,SERPINF2,0.7685148462987741,0.015536763325131406,9,Synergistic (both change together),0.5416936092644091,0.4240025694217522
COL5A2,HRG,-0.7683326819148227,0.009425564621362343,10,Antagonistic (opposite changes),-0.3381905294796009,0.5635942842590465
COL6A2,ITIH2,-0.7683310615773142,0.043599370594604926,7,Antagonistic (opposite changes),-0.21885896549119038,0.6666541582062119
ANXA5,COL18A1,0.7682958214032243,0.015584659357778906,9,Synergistic (both change together),0.06104716810429794,0.10901574653172967
MFAP4,OGN,0.7682617345829574,0.04363023678271334,7,Synergistic (both change together),0.010304436619592633,0.12041811340224585
ANXA4,COL15A1,0.7677885923042284,0.015695957634799775,9,Synergistic (both change together),-0.2629642505043283,-0.25573984641974185
FBLN5,SERPING1,-0.7673354074610801,0.026248216102623918,8,Antagonistic (opposite changes),-0.13501042217144488,0.1522184705726827
Anxa1,Fn1,0.767008500801401,0.026351981674102413,8,Synergistic (both change together),-0.11659825039865925,-0.2131751789967538
Serpina1b,Serpinf1,-0.7667580055088029,0.04430269937949584,7,Antagonistic (opposite changes),0.06932473703172308,-0.6983844682242608
F13A1,SERPINF1,0.7664682595128101,0.02652401801677302,8,Synergistic (both change together),0.19254889800566838,0.4427596829053703
COL6A2,TNC,0.7664389915412677,0.015994672922102163,9,Synergistic (both change together),-0.107265598250534,-0.19355068501144695
FN1,SERPINA4,0.7663145464758548,0.04450209486677663,7,Synergistic (both change together),0.3163431689258731,0.73109649474363
COL5A2,VTN,-0.766197940186765,0.009750493044014355,10,Antagonistic (opposite changes),-0.3381905294796009,1.078054613707371
Lamb2,Sparc,-0.7659040579473083,0.044687105070251816,7,Antagonistic (opposite changes),0.15668292797332942,-0.45717885411117437
COL2A1,LAMB1,-0.7658739187579315,0.044700705676977155,7,Antagonistic (opposite changes),0.10611326680673439,-0.3784446377939699
Itih1,Lgals1,0.7656271916911543,0.044812129366953495,7,Synergistic (both change together),0.39584383515533983,0.10054474431866324
COL14A1,PRELP,-0.765039940036742,0.01630831157507717,9,Antagonistic (opposite changes),-0.3971837623992437,0.048237108847639286
DPT,TIMP3,-0.7649573856304722,0.0270088233635573,8,Antagonistic (opposite changes),-0.05198916368926569,0.8571374706659904
COL1A1,MFAP4,0.7646265979330429,0.04526557010058165,7,Synergistic (both change together),-0.024563806836026575,0.010304436619592633
COL15A1,SERPINF1,-0.7643603186245501,0.027201905328718353,8,Antagonistic (opposite changes),-0.29695820815065965,0.4427596829053703
HTRA1,VTN,0.7641811731321992,0.02726000378554674,8,Synergistic (both change together),0.349237147025506,0.9790706178497086
AEBP1,F2,0.7632300504527189,0.016720098715360707,9,Synergistic (both change together),-0.15932223824305466,0.6832049998463996
Anxa5,Ctsb,0.7624959969032555,0.02781027122383705,8,Synergistic (both change together),0.07162012077808533,0.3644068190981256
Anxa1,Sparc,0.7619292746555008,0.046500440832352864,7,Synergistic (both change together),-0.16236360458709126,-0.45717885411117437
FGB,SERPINA3,0.7619144755488418,0.02800173410599931,8,Synergistic (both change together),0.8946244408992193,0.3604975412848366
AGT,VWA1,0.761189529635925,0.04684229995549598,7,Synergistic (both change together),0.11728585118695053,-0.30425662999667724
KNG1,VTN,0.7604605426549594,0.0173635345425526,9,Synergistic (both change together),0.5416936092644091,0.8977752686432127
FN1,ITIH4,0.7603709466802239,0.010677494893692461,10,Synergistic (both change together),0.1760713878503268,0.6548662373974891
COL1A1,SERPING1,-0.7597766041985058,0.017524930929489792,9,Antagonistic (opposite changes),-0.06330421841937811,0.1558876166198109
Col4a1,Serpina1e,-0.7595619920594121,0.0475992795913005,7,Antagonistic (opposite changes),0.2958086031170667,-0.31863969619466015
ECM1,FGB,0.7591275888162767,0.01767900619595344,9,Synergistic (both change together),0.3937228846440428,0.8239809924058503
A2M,COL15A1,-0.7590541865651433,0.028955289267812278,8,Antagonistic (opposite changes),0.44114010196196085,-0.29695820815065965
COL4A2,S100A10,-0.7589478649123075,0.04788664629107236,7,Antagonistic (opposite changes),0.011357269911693434,0.07889115079983168
ANXA6,LTBP4,0.7584352900012105,0.029164208617730357,8,Synergistic (both change together),-0.10820938092686229,-0.14447897897053466
DPT,MFAP4,0.7583761919749439,0.04815500059871516,7,Synergistic (both change together),-0.022897062161071357,0.010304436619592633
LAMA2,VWF,0.7582787966689978,0.048200801855983556,7,Synergistic (both change together),-0.18872223798109164,0.08009199568855795
F13A1,SERPINC1,0.7581862389223705,0.01790407832697905,9,Synergistic (both change together),0.18216562088947463,0.7417339589184824
BGN,C1QB,-0.758167195667278,0.04825331286574645,7,Antagonistic (opposite changes),0.09851879518088417,0.22100825499274176
COL14A1,TNC,0.7581477444910161,0.029261589439052754,8,Synergistic (both change together),-0.39927379009160335,-0.24266653618103928
FBN1,HRG,-0.7579527114967262,0.011079791707041813,10,Antagonistic (opposite changes),-0.10636206112454953,0.5635942842590465
F13a1,Mfge8,-0.7578990188530936,0.04837962485682647,7,Antagonistic (opposite changes),-0.18449893043111829,0.3440121100061017
ANXA11,VWA1,0.7577311088321059,0.01801357760301748,9,Synergistic (both change together),-0.1993979379396665,-0.2581326446081609
AMBP,FGA,0.7575527031868726,0.011147348243755817,10,Synergistic (both change together),0.5802685454104057,0.7035657814511349
SERPINC1,VTN,0.7571039368367006,0.011223483284575548,10,Synergistic (both change together),0.5694566828288841,1.078054613707371
LGALS1,SERPINB1,0.7570256843644876,0.02964350215788365,8,Synergistic (both change together),-0.06786786178979512,-0.02251680202516882
COL2A1,FBN1,0.7569067929712361,0.0488485406409732,7,Synergistic (both change together),0.10611326680673439,-0.17215718266718902
COL7A1,LAMA4,0.7568984076896798,0.048852514006352966,7,Synergistic (both change together),-0.0002687307775186078,-0.18122009910075138
Fn1,Serpinh1,0.7565509965182703,0.029805988593433898,8,Synergistic (both change together),-0.2131751789967538,-0.660101795524813
Mfge8,Tgm2,-0.7563613371921567,0.029871062127312914,8,Antagonistic (opposite changes),0.4877227478005691,-0.0911309328257946
LMAN1,SERPINC1,-0.7560977751962078,0.04923270968146974,7,Antagonistic (opposite changes),-0.012887539658692397,0.08088569543468524
CTSD,NID2,0.7557274471768116,0.049409113423144295,7,Synergistic (both change together),0.3312292437144954,-0.4291992030538347
ANXA7,SPARC,-0.7555396543655227,0.04949869959837962,7,Antagonistic (opposite changes),-0.19772595522295025,-0.057609352805623036
Col3a1,Ctsb,-0.7555028977470405,0.030166691686888486,8,Antagonistic (opposite changes),-0.25780494459478703,0.3644068190981256
AGRN,ANXA5,-0.7553165866647641,0.018601934998974733,9,Antagonistic (opposite changes),-0.2032250163461909,0.06104716810429794
FBN1,PLG,-0.7552323459298976,0.011544947380693804,10,Antagonistic (opposite changes),-0.10636206112454953,0.6738969372783365
ANXA2,FGA,0.7549840818573782,0.04976425488603891,7,Synergistic (both change together),-0.14280606754515862,0.05951990965928443
HTRA1,TIMP3,0.7545921643766361,0.04995205367097196,7,Synergistic (both change together),0.42047810140763253,0.5308416551178478
SERPINC1,TNXB,-0.7545415119967133,0.03049990157758782,8,Antagonistic (opposite changes),0.7549051954136342,-0.6400983568310906
CXCL12,OGN,-0.754073791914548,0.03066282447563644,8,Antagonistic (opposite changes),0.4329792386839988,0.15093416289401926
COL6A3,ITIH5,0.7540620027950066,0.030666937922483303,8,Synergistic (both change together),-0.2509837084887337,-0.21432840859341795
COL5A2,CXCL12,0.7535050065846474,0.03086167105480947,8,Synergistic (both change together),-0.3376510635378085,0.4329792386839988
Col6a2,Lama2,0.7534664411867773,0.030875182061462288,8,Synergistic (both change together),0.11055749804548817,0.037950268479939556
COL3A1,VTN,-0.7534277986576613,0.011860963878033435,10,Antagonistic (opposite changes),-0.2578563672784283,1.078054613707371
ECM1,POSTN,0.753211725061238,0.01912513187988037,9,Synergistic (both change together),0.3937228846440428,0.3050195177166502
AMBP,SERPINF1,0.7531099461943291,0.019150675196620434,9,Synergistic (both change together),0.607770541057834,0.3732260344588023
Fgb,Mfge8,0.7525186360310746,0.031208378891990712,8,Synergistic (both change together),-0.04772070013715641,0.4877227478005691
DCN,LGALS3,-0.7523759387185337,0.012047940946498595,10,Antagonistic (opposite changes),0.018629437468244782,-0.1779895227943937
DCN,LAMA5,-0.7513297915517118,0.01223594303425318,10,Antagonistic (opposite changes),0.018629437468244782,-0.08086290793531087
HPX,SERPIND1,0.7512440983514491,0.03165990464996415,8,Synergistic (both change together),0.7194301175859232,0.5630406636622745
COL15A1,ITIH4,-0.7509334743293854,0.019702331880220348,9,Antagonistic (opposite changes),-0.25573984641974185,0.6631963154268427
COL15A1,HSPG2,0.750896869639996,0.01971169882113303,9,Synergistic (both change together),-0.25573984641974185,-0.08748268047163192
A2M,TGM2,-0.7508787104839398,0.03179008416571764,8,Antagonistic (opposite changes),0.44114010196196085,-0.11355211025626874
ANXA1,SERPINB1,0.750091924484501,0.03207151210781427,8,Synergistic (both change together),-0.24313303845827233,-0.02251680202516882
Col6a2,Gpc1,-0.7499486933116899,0.032122908715690415,8,Antagonistic (opposite changes),0.11055749804548817,0.019613843098466727
Anxa5,Serpina1d,0.7497980298279602,0.03217702680012677,8,Synergistic (both change together),0.07162012077808533,-0.021448140246537194
Dcn,Serpinc1,-0.7494819175144143,0.03229075549965069,8,Antagonistic (opposite changes),-0.07781454737709832,0.16567773969934302
FGG,SERPINA3,0.7492627457932499,0.03236975208822454,8,Synergistic (both change together),0.8766169966808385,0.3604975412848366
DPT,LAMA2,0.7491482071910059,0.03241108261196379,8,Synergistic (both change together),-0.02933176933115098,-0.17716406723375083
TNC,VTN,-0.748913980815749,0.020223531378946055,9,Antagonistic (opposite changes),-0.19355068501144695,1.0016007205286044
HTRA1,TNC,-0.7486933840220416,0.03257552193342562,8,Antagonistic (opposite changes),0.349237147025506,-0.21215477910682595
AMBP,HPX,0.7483643959497658,0.020366934790904404,9,Synergistic (both change together),0.607770541057834,0.941379431282924
Col6a2,Kng1,-0.7481324249023384,0.03277903734113511,8,Antagonistic (opposite changes),0.11055749804548817,0.10243967375829933
Anxa5,Lamb1,0.7481185856181852,0.03278406804208762,8,Synergistic (both change together),0.07162012077808533,-0.2447180264408533
Lama4,Vwa1,0.7477137670089238,0.03293143256442603,8,Synergistic (both change together),-0.14065652433467157,0.04431949810333536
Anxa5,Ctsd,0.7476624476919734,0.03295014306664163,8,Synergistic (both change together),0.07162012077808533,0.4101558250792732
IGFBP7,LGALS1,0.7475727203287494,0.032982872401395726,8,Synergistic (both change together),-0.10915208848148383,0.02583294058241717
ANXA11,F13A1,0.7475596252826542,0.02057813658527152,9,Synergistic (both change together),-0.1993979379396665,0.18216562088947463
AMBP,COL14A1,-0.7475515540563238,0.0205802620872974,9,Antagonistic (opposite changes),0.607770541057834,-0.3971837623992437
A2M,COL6A2,-0.7475247026573606,0.020587334264978007,9,Antagonistic (opposite changes),0.42651578697598913,-0.13912142068484906
AMBP,HTRA1,0.7469385193308085,0.033214774245070584,8,Synergistic (both change together),0.6655296909093181,0.349237147025506
OGN,TIMP3,-0.7467599606262013,0.03328024564515861,8,Antagonistic (opposite changes),0.15093416289401926,0.8571374706659904
Fn1,Lgals1,-0.74665515576018,0.033318710808620394,8,Antagonistic (opposite changes),-0.2131751789967538,0.09333342209266493
Col4a1,Itih3,0.7458903008515761,0.03360025003787897,8,Synergistic (both change together),0.3202299715071896,0.4243490387790778
COL6A2,SERPINF1,-0.7456070437697102,0.021096581536180152,9,Antagonistic (opposite changes),-0.13912142068484906,0.3732260344588023
LAMA4,SERPIND1,0.7451384099984246,0.033878432431592706,8,Synergistic (both change together),-0.15781270719894122,0.5630406636622745
AEBP1,ANXA11,0.7450358054862977,0.013410652498999916,10,Synergistic (both change together),-0.1319484383981267,-0.171797866026779
FN1,POSTN,0.7449665952332503,0.013423991401614044,10,Synergistic (both change together),0.1760713878503268,0.266509171208546
COL6A2,FGA,-0.7443978723575749,0.013533953038685362,10,Antagonistic (opposite changes),-0.11689203379887136,0.7035657814511349
Lum,Tinagl1,-0.7442273512940711,0.034217386386581596,8,Antagonistic (opposite changes),-0.048241307434516954,0.07761373969521927
COL1A2,TIMP3,-0.7439385645718374,0.03432525900122384,8,Antagonistic (opposite changes),-0.11754984612407375,0.8571374706659904
ECM1,FBLN1,0.7437768741916325,0.03438574712321534,8,Synergistic (both change together),0.478131133603768,0.024208948481597964
Fn1,Tinagl1,0.7437143134557259,0.0344091684800828,8,Synergistic (both change together),-0.2131751789967538,0.07761373969521927
Fn1,Gpc1,-0.7430313994014603,0.03466547117542899,8,Antagonistic (opposite changes),-0.2131751789967538,0.019613843098466727
Anxa5,Lama2,0.7429192412713673,0.034707676200613574,8,Synergistic (both change together),0.07162012077808533,0.037950268479939556
ANXA5,COL1A1,-0.742227425118073,0.02201421584044489,9,Antagonistic (opposite changes),0.06104716810429794,-0.06766007855939798
LUM,SERPINA3,0.7419588830735465,0.03507034477853747,8,Synergistic (both change together),-0.13042318426503624,0.3604975412848366
Col4a1,Lamb2,0.7419061556276034,0.035090323478547084,8,Synergistic (both change together),0.3202299715071896,0.17133037307586646
Lamb1,Serpinc1,-0.741751389172463,0.035149005452328304,8,Antagonistic (opposite changes),-0.2447180264408533,0.16567773969934302
ECM1,KNG1,0.7414427550025177,0.03526620759005685,8,Synergistic (both change together),0.34793780435941385,0.6149854097456594
